ID,age,job,marital,education,defaultnew,balance,housing,loan,day,duration,campaign,pdays,previous,poutcome,month_num
28255,0,7,2,1,0,-386,1,0,29,1,1,237,2,1,1
28256,0,0,2,1,0,19,0,0,29,3,1,-1,0,3,1
28257,0,1,2,1,0,783,0,1,29,1,1,-1,0,3,1
28258,3,4,1,2,0,232,1,0,29,2,1,-1,0,3,1
28259,0,7,1,1,0,1385,1,0,29,3,1,-1,0,3,1
28260,0,4,1,2,0,0,1,0,29,2,1,237,17,1,1
28261,3,9,1,2,0,1405,1,1,29,0,1,244,1,0,1
28262,0,9,1,2,0,16992,1,0,29,2,1,245,1,0,1
28263,0,1,1,1,0,-557,1,1,29,3,1,253,1,0,1
28264,1,10,0,1,0,388,0,0,29,2,1,-1,0,3,1
28265,0,4,2,2,0,1345,1,0,29,1,1,262,3,0,1
28266,0,10,2,2,0,4959,0,0,29,2,2,-1,0,3,1
28267,0,1,2,1,0,1239,1,0,29,0,1,195,1,0,1
28268,0,1,1,1,0,-81,1,0,29,3,2,-1,0,3,1
28269,1,9,2,1,0,-1,0,0,29,1,1,-1,0,3,1
28270,1,4,1,0,0,1513,0,0,29,0,2,-1,0,3,1
28271,0,4,1,2,0,246,1,0,29,2,1,265,1,0,1
28272,2,4,1,2,0,145,0,0,29,2,1,-1,0,3,1
28273,1,1,1,1,0,4022,1,0,29,1,3,-1,0,3,1
28274,1,4,2,2,0,1361,0,0,29,3,1,-1,0,3,1
28275,3,10,1,0,0,-110,0,1,29,0,1,-1,0,3,1
28276,0,0,2,1,0,566,1,0,29,2,1,-1,0,3,1
28277,3,0,0,1,0,2687,1,0,29,3,1,-1,0,3,1
28278,0,4,1,2,0,603,1,0,29,1,1,-1,0,3,1
28279,0,0,2,1,0,135,1,0,29,1,2,192,3,1,1
28280,3,5,1,3,0,3875,1,0,29,2,1,-1,0,3,1
28281,0,7,1,1,0,1694,1,1,29,3,2,251,6,0,1
28282,1,4,1,0,0,5418,1,1,29,1,1,185,5,0,1
28283,1,9,0,1,0,440,0,0,29,0,1,-1,0,3,1
28284,0,1,1,0,0,634,0,0,29,3,1,-1,0,3,1
28285,0,4,1,2,0,276,0,0,29,1,1,-1,0,3,1
28286,2,0,1,1,0,172,1,0,29,1,1,248,2,1,1
28287,1,6,1,1,0,-264,1,0,29,1,1,-1,0,3,1
28288,1,0,0,1,0,660,1,0,29,3,1,259,2,0,1
28289,1,1,0,1,0,94,1,0,29,0,1,245,1,0,1
28290,0,0,1,1,0,-241,0,0,29,3,2,-1,0,3,1
28291,0,5,1,0,0,285,1,0,29,0,1,-1,0,3,1
28292,3,5,0,2,0,499,1,1,29,1,1,-1,0,3,1
28293,0,0,1,1,0,-33,0,0,29,0,1,-1,0,3,1
28294,0,7,2,1,0,193,1,0,29,3,1,244,2,0,1
28295,2,4,1,2,0,3360,1,0,29,3,1,-1,0,3,1
28296,1,1,2,0,0,287,0,0,29,1,1,-1,0,3,1
28297,3,2,1,2,0,71,0,1,29,2,1,-1,0,3,1
28298,0,4,2,2,0,647,1,0,29,3,1,-1,0,3,1
28299,2,7,2,1,0,60,0,1,29,1,1,-1,0,3,1
28300,0,0,2,1,0,718,1,0,29,0,1,-1,0,3,1
28301,0,1,1,0,0,163,1,1,29,2,2,-1,0,3,1
28302,0,0,0,1,0,478,0,0,29,2,1,-1,0,3,1
28303,2,8,2,1,0,28,0,0,29,1,2,-1,0,3,1
28304,1,0,1,1,0,466,1,0,29,0,1,-1,0,3,1
28305,1,1,1,0,0,487,1,0,29,0,1,163,4,0,1
28306,0,0,2,1,0,2768,1,0,29,2,1,241,4,0,1
28307,3,3,1,2,0,50,1,1,29,0,1,-1,0,3,1
28308,1,7,1,1,0,1141,1,0,29,2,1,247,1,0,1
28309,1,6,1,2,0,0,0,0,29,3,3,-1,0,3,1
28310,0,9,1,1,0,128,0,1,29,3,1,205,2,1,1
28311,0,2,2,2,0,-185,0,0,29,0,1,-1,0,3,1
28312,0,1,2,1,0,160,1,0,29,2,1,265,1,0,1
28313,0,6,1,2,0,1820,1,1,29,0,1,-1,0,3,1
28314,0,9,2,1,0,146,1,0,29,2,1,-1,0,3,1
28315,0,7,2,2,0,1025,0,0,29,2,1,254,3,0,1
28316,1,1,1,0,0,789,0,1,29,2,1,-1,0,3,1
28317,0,1,1,1,0,360,1,1,29,2,1,241,1,0,1
28318,1,7,1,1,0,1152,1,0,29,0,1,-1,0,3,1
28319,0,4,0,2,0,1927,1,1,29,3,1,-1,0,3,1
28320,0,4,1,2,0,83,0,0,29,1,1,-1,0,3,1
28321,1,4,1,2,0,351,1,0,29,3,1,254,3,0,1
28322,0,0,2,1,0,-32,0,0,29,3,1,185,5,1,1
28323,0,1,1,1,0,645,1,0,29,0,1,-1,0,3,1
28324,0,0,2,1,0,391,1,0,29,2,1,265,2,0,1
28325,0,9,1,2,0,183,1,0,29,2,1,258,1,0,1
28326,3,4,2,2,0,545,1,0,29,2,1,-1,0,3,1
28327,1,4,1,1,0,1144,0,1,29,3,1,-1,0,3,1
28328,0,7,2,2,0,1418,0,0,29,2,1,-1,0,3,1
28329,3,9,0,1,0,380,1,0,29,3,1,-1,0,3,1
28330,1,6,1,1,0,2940,0,0,29,0,1,-1,0,3,1
28331,0,9,2,2,0,1077,1,1,29,2,1,-1,0,3,1
28332,1,6,1,2,0,929,0,0,29,1,1,-1,0,3,1
28333,0,1,1,0,0,242,0,0,29,2,1,-1,0,3,1
28334,0,9,2,1,0,175,1,0,29,1,1,246,1,0,1
28335,2,6,2,2,0,0,1,0,29,3,1,192,1,0,1
28336,3,1,0,0,0,235,0,0,29,3,1,-1,0,3,1
28337,0,1,1,1,0,854,1,1,29,2,1,-1,0,3,1
28338,0,0,2,1,0,268,0,1,29,3,1,-1,0,3,1
28339,2,9,1,1,0,523,0,0,29,1,1,-1,0,3,1
28340,2,1,2,0,0,1209,0,0,29,1,1,-1,0,3,1
28341,3,9,1,1,0,-46,0,0,29,2,2,-1,0,3,1
28342,1,1,1,1,0,648,1,0,29,2,2,240,1,0,1
28343,0,7,1,1,0,108,1,0,29,0,2,-1,0,3,1
28344,2,8,2,2,0,682,1,0,29,3,1,255,2,1,1
28345,2,0,2,1,0,1391,1,0,29,3,2,247,1,0,1
28346,2,10,1,1,0,1167,0,0,29,3,1,-1,0,3,1
28347,3,4,1,2,0,2365,0,1,29,2,1,188,4,0,1
28348,1,4,1,2,0,149,1,0,29,3,1,220,2,2,1
28349,3,1,1,0,0,420,1,0,29,0,1,265,1,0,1
28350,0,7,2,1,0,0,0,0,29,2,1,-1,0,3,1
28351,0,0,1,2,0,-272,0,1,29,1,1,197,13,1,1
28352,3,2,1,0,0,84,0,0,29,1,2,-1,0,3,1
28353,0,4,2,2,0,973,0,0,29,3,1,-1,0,3,1
28354,0,1,1,1,0,554,1,0,29,2,1,-1,0,3,1
28355,3,7,2,1,0,178,1,1,29,1,1,-1,0,3,1
28356,0,4,2,2,0,188,0,0,29,2,2,-1,0,3,1
28357,1,7,2,1,0,1281,1,1,29,0,1,-1,0,3,1
28358,3,11,1,2,0,499,0,0,29,3,1,-1,0,3,1
28359,3,6,1,1,0,2061,1,1,29,1,2,244,3,0,1
28360,2,1,1,1,0,255,1,0,29,3,2,-1,0,3,1
28361,3,1,1,0,0,119,0,0,29,0,1,-1,0,3,1
28362,0,0,2,2,0,726,0,0,29,2,1,-1,0,3,1
28363,0,9,2,1,0,341,0,1,29,0,1,262,3,0,1
28364,1,0,2,1,0,386,0,0,29,0,1,-1,0,3,1
28365,1,1,1,1,0,16,0,0,29,3,2,-1,0,3,1
28366,0,1,2,1,0,381,1,0,29,2,1,262,1,0,1
28367,0,7,1,1,0,0,1,0,29,3,1,-1,0,3,1
28368,0,10,2,0,0,451,0,0,29,0,1,-1,0,3,1
28369,0,4,1,1,0,678,1,0,29,1,1,259,4,0,1
28370,2,10,2,0,0,1213,0,0,29,3,1,-1,0,3,1
28371,0,2,2,2,0,658,1,0,29,2,1,227,3,0,1
28372,0,0,0,2,0,195,1,0,29,2,1,-1,0,3,1
28373,0,9,0,2,0,1242,1,0,29,0,1,245,3,0,1
28374,2,2,1,3,0,1034,0,0,29,0,1,-1,0,3,1
28375,0,4,1,2,1,-22,0,0,29,0,1,-1,0,3,1
28376,2,4,0,2,1,-402,0,1,29,2,2,262,2,0,1
28377,0,4,1,2,0,3914,0,1,29,1,1,-1,0,3,1
28378,0,0,2,1,0,328,0,0,29,2,1,-1,0,3,1
28379,3,4,1,1,0,596,1,0,29,0,1,188,1,1,1
28380,1,4,2,2,0,537,1,0,29,1,2,-1,0,3,1
28381,3,5,1,1,0,1227,0,0,29,3,2,-1,0,3,1
28382,0,10,1,1,0,869,1,0,29,0,1,-1,0,3,1
28383,0,0,2,1,0,60,0,0,29,2,2,-1,0,3,1
28384,0,4,2,1,0,138,1,0,29,3,1,182,9,1,1
28385,1,7,1,1,0,1099,0,0,29,1,2,245,6,0,1
28386,1,9,2,1,1,45,0,1,29,1,1,182,23,1,1
28387,2,8,2,1,0,10536,0,0,29,0,1,-1,0,3,1
28388,1,4,1,0,0,589,0,0,29,1,2,-1,0,3,1
28389,2,7,1,3,0,-209,1,1,29,0,1,-1,0,3,1
28390,3,9,1,1,0,433,0,0,29,2,2,-1,0,3,1
28391,0,0,1,1,0,147,1,1,29,2,1,184,7,0,1
28392,0,4,1,2,0,1258,1,0,29,1,1,-1,0,3,1
28393,0,1,2,1,0,1139,1,0,29,2,1,191,1,0,1
28394,1,7,2,1,0,620,0,1,29,0,1,-1,0,3,1
28395,3,1,2,0,0,354,1,0,29,0,1,226,2,0,1
28396,0,4,2,2,0,1590,0,0,29,2,1,-1,0,3,1
28397,0,0,2,1,0,2329,1,0,29,1,1,-1,0,3,1
28398,0,10,1,1,0,1152,0,0,29,1,1,-1,0,3,1
28399,1,5,1,0,0,270,1,1,29,0,1,-1,0,3,1
28400,1,6,0,1,0,172,0,0,29,3,1,-1,0,3,1
28401,3,4,1,1,0,873,0,0,29,1,1,-1,0,3,1
28402,1,1,1,0,0,475,1,1,29,2,2,251,7,1,1
28403,0,0,2,1,0,1018,1,0,29,2,1,-1,0,3,1
28404,0,4,2,2,0,-144,0,0,29,3,1,-1,0,3,1
28405,3,0,1,3,0,596,0,0,29,2,1,-1,0,3,1
28406,2,9,2,2,0,959,1,0,29,3,2,-1,0,3,1
28407,0,1,1,0,0,406,1,0,29,0,1,188,5,0,1
28408,1,1,1,0,0,300,1,0,29,1,1,261,3,0,1
28409,0,1,2,1,0,229,0,0,29,2,3,-1,0,3,1
28410,2,4,2,2,0,278,0,1,29,1,1,-1,0,3,1
28411,0,4,1,2,0,349,1,1,29,0,2,185,3,0,1
28412,3,7,0,0,0,2923,1,0,29,2,1,259,2,0,1
28413,3,4,2,1,0,671,1,1,29,1,2,259,5,0,1
28414,3,7,1,1,0,367,1,1,29,0,1,261,2,0,1
28415,3,9,1,1,0,1,0,0,29,1,1,248,6,1,1
28416,1,9,1,2,0,1889,0,0,29,0,2,-1,0,3,1
28417,0,4,1,2,0,1100,0,1,29,0,2,-1,0,3,1
28418,1,2,0,2,0,208,1,0,29,2,1,240,2,0,1
28419,3,11,1,2,0,1618,0,0,29,1,2,-1,0,3,1
28420,0,9,0,3,0,1279,1,0,29,0,1,206,7,1,1
28421,3,5,0,3,0,-49,1,0,29,1,1,261,2,0,1
28422,2,0,2,2,0,954,0,0,29,1,1,-1,0,3,1
28423,0,0,2,1,0,914,1,0,29,3,1,-1,0,3,1
28424,1,1,0,1,0,1269,1,0,29,3,2,-1,0,3,1
28425,0,9,2,2,0,569,0,1,29,3,1,-1,0,3,1
28426,0,1,1,1,0,2978,1,0,29,2,1,-1,0,3,1
28427,0,2,1,1,0,604,0,0,29,1,1,-1,0,3,1
28428,3,5,0,1,0,246,1,0,29,0,2,247,1,0,1
28429,3,10,0,0,0,414,0,0,29,1,1,-1,0,3,1
28430,0,4,2,2,0,16957,1,0,29,1,1,247,2,0,1
28431,2,9,1,1,0,232,1,1,29,2,1,261,1,0,1
28432,1,2,2,2,0,1837,0,0,29,1,1,-1,0,3,1
28433,0,7,2,1,0,3080,0,0,29,2,1,-1,0,3,1
28434,1,1,0,0,0,4168,1,0,29,2,1,223,3,0,1
28435,2,1,2,0,0,155,1,0,29,1,1,244,4,0,1
28436,3,0,2,1,0,393,0,0,29,2,1,-1,0,3,1
28437,1,0,2,3,0,474,0,0,29,3,1,-1,0,3,1
28438,3,3,1,0,1,945,0,0,29,2,2,-1,0,3,1
28439,0,4,1,2,0,1354,1,0,29,2,2,-1,0,3,1
28440,2,0,2,1,0,94,0,0,29,0,1,-1,0,3,1
28441,0,0,1,1,0,342,0,0,29,0,1,-1,0,3,1
28442,3,1,0,1,0,-284,0,1,29,0,1,-1,0,3,1
28443,3,10,2,3,0,541,0,0,29,3,1,-1,0,3,1
28444,1,10,1,0,0,1,0,0,29,1,1,-1,0,3,1
28445,3,4,1,2,0,87,0,0,29,0,1,-1,0,3,1
28446,1,0,2,2,0,0,0,0,29,0,1,-1,0,3,1
28447,2,0,2,1,0,671,1,0,29,1,1,-1,0,3,1
28448,2,9,1,1,0,2735,1,0,29,1,1,-1,0,3,1
28449,0,2,2,2,0,484,1,0,29,3,1,-1,0,3,1
28450,0,6,2,2,0,892,1,0,29,2,3,-1,0,3,1
28451,0,7,2,1,0,211,0,0,29,1,2,-1,0,3,1
28452,0,1,1,1,0,326,0,1,29,0,1,-1,0,3,1
28453,2,9,2,2,0,667,0,0,29,3,2,-1,0,3,1
28454,2,6,2,2,0,1000,0,0,29,2,1,-1,0,3,1
28455,1,1,1,1,0,-3,1,0,29,2,2,265,2,0,1
28456,0,9,1,2,0,81,1,0,29,1,1,-1,0,3,1
28457,0,6,2,2,0,4634,0,0,29,0,1,-1,0,3,1
28458,0,1,0,1,0,6,1,0,29,3,1,-1,0,3,1
28459,0,0,2,1,0,1009,1,0,29,1,1,-1,0,3,1
28460,2,0,2,1,0,1823,0,0,29,1,1,-1,0,3,1
28461,0,7,2,1,0,1015,0,0,29,2,1,-1,0,3,1
28462,0,10,2,2,0,560,0,0,29,1,1,-1,0,3,1
28463,3,10,1,3,0,381,0,0,29,0,1,-1,0,3,1
28464,0,4,1,2,0,314,1,0,29,0,1,-1,0,3,1
28465,2,6,2,2,0,-101,0,1,29,0,1,-1,0,3,1
28466,2,7,2,1,0,397,0,0,29,1,1,-1,0,3,1
28467,2,9,2,1,0,250,0,1,29,0,1,-1,0,3,1
28468,3,3,2,0,0,723,0,0,29,2,1,-1,0,3,1
28469,2,1,2,1,0,1955,0,0,29,2,1,-1,0,3,1
28470,0,9,1,1,0,659,1,0,29,1,2,-1,0,3,1
28471,2,8,2,3,0,826,0,0,29,0,1,-1,0,3,1
28472,3,9,0,1,0,615,1,0,29,0,1,-1,0,3,1
28473,0,9,2,1,0,145,1,0,29,3,2,-1,0,3,1
28474,0,6,1,2,0,229,0,0,29,1,1,-1,0,3,1
28475,1,9,1,1,0,398,1,0,29,1,1,246,5,0,1
28476,2,10,2,0,0,1459,1,0,29,0,1,-1,0,3,1
28477,3,4,2,2,0,6507,1,1,29,0,1,196,1,0,1
28478,0,1,0,1,0,98,1,0,29,3,2,-1,0,3,1
28479,2,4,2,2,0,882,0,1,29,2,1,205,2,0,1
28480,1,9,1,1,0,56,1,1,29,1,1,247,1,0,1
28481,2,8,2,1,0,1346,0,0,29,3,2,-1,0,3,1
28482,0,2,2,2,0,430,0,1,29,3,2,-1,0,3,1
28483,0,2,0,2,0,1192,0,0,29,2,2,-1,0,3,1
28484,2,1,2,1,0,2613,0,0,29,3,2,-1,0,3,1
28485,0,7,2,2,0,-452,0,0,29,3,2,-1,0,3,1
28486,1,1,1,1,0,227,1,1,29,0,3,-1,0,3,1
28487,2,7,1,1,0,834,0,0,29,1,2,-1,0,3,1
28488,3,1,1,1,0,1298,1,0,29,3,2,245,4,0,1
28489,2,9,2,1,0,527,1,0,29,0,2,265,1,0,1
28490,0,1,2,1,0,-61,0,0,29,0,2,196,1,0,1
28491,3,3,1,1,0,1270,0,0,29,1,3,-1,0,3,1
28492,0,2,2,2,0,137,0,0,29,3,2,-1,0,3,1
28493,2,9,2,1,0,252,0,0,29,3,2,-1,0,3,1
28494,1,4,1,2,0,-29,0,0,29,2,2,266,2,0,1
28495,3,1,1,1,0,408,0,0,29,3,2,-1,0,3,1
28496,0,7,2,1,0,1923,0,1,29,0,2,192,2,1,1
28497,0,4,1,2,0,2213,0,0,29,0,2,154,7,0,1
28498,3,4,2,2,0,145,1,0,29,2,2,248,38,0,1
28499,1,4,1,2,1,-337,0,1,29,1,4,161,2,0,1
28500,2,9,2,1,0,261,1,0,29,1,2,247,2,0,1
28501,1,7,1,1,0,2202,1,0,29,2,2,-1,0,3,1
28502,2,9,2,2,0,-214,1,0,29,1,2,262,3,0,1
28503,2,9,2,2,0,1274,0,0,29,3,2,-1,0,3,1
28504,3,4,0,2,0,-676,1,1,29,2,2,247,1,0,1
28505,1,4,0,2,0,3578,0,0,29,3,2,-1,0,3,1
28506,1,4,2,2,0,732,0,0,29,0,2,-1,0,3,1
28507,0,9,2,3,0,317,1,0,29,3,2,253,2,0,1
28508,0,9,0,1,0,531,0,0,29,1,3,226,7,0,1
28509,0,7,2,1,0,9,0,1,29,1,2,205,2,0,1
28510,1,6,1,2,0,125,0,0,29,1,2,-1,0,3,1
28511,2,9,2,2,0,-152,1,1,29,1,2,-1,0,3,1
28512,1,2,0,1,0,-600,1,1,29,3,3,-1,0,3,1
28513,2,9,2,1,0,18,0,0,29,0,3,-1,0,3,1
28514,1,10,2,0,0,5717,0,0,29,2,2,-1,0,3,1
28515,2,9,2,2,0,1996,0,0,29,0,2,-1,0,3,1
28516,2,4,2,2,0,170,0,0,29,2,2,-1,0,3,1
28517,0,9,2,2,0,370,1,0,29,0,2,251,5,0,1
28518,0,1,2,2,0,403,0,0,29,3,2,-1,0,3,1
28519,0,4,1,1,0,0,0,0,29,0,2,160,2,0,1
28520,0,4,1,2,0,266,1,0,29,2,2,-1,0,3,1
28521,3,9,1,3,0,574,1,0,29,1,2,-1,0,3,1
28522,3,2,0,0,0,29,0,0,29,2,2,227,1,0,1
28523,0,7,2,1,0,334,0,0,29,3,2,-1,0,3,1
28524,1,4,0,2,0,99,0,0,29,2,3,-1,0,3,1
28525,2,8,2,3,0,6424,0,0,29,0,2,-1,0,3,1
28526,2,4,2,2,0,203,0,0,29,0,2,-1,0,3,1
28527,1,4,1,1,0,488,0,1,29,0,2,183,11,0,1
28528,0,4,1,2,0,24,1,0,29,1,2,-1,0,3,1
28529,0,1,1,1,0,-211,1,0,29,0,2,184,5,0,1
28530,0,1,1,0,0,902,1,0,29,1,2,247,2,0,1
28531,0,9,1,2,0,141,0,0,29,0,2,-1,0,3,1
28532,2,4,2,1,0,1861,0,0,29,2,2,-1,0,3,1
28533,0,9,1,1,0,1508,0,0,29,1,2,185,8,0,1
28534,0,9,1,1,0,743,0,0,29,0,2,-1,0,3,1
28535,2,9,2,2,0,43,1,1,29,0,3,246,1,0,1
28536,2,8,2,1,0,24,1,0,29,1,2,196,2,0,1
28537,0,4,1,2,0,350,0,0,29,3,2,-1,0,3,1
28538,0,7,1,3,0,840,0,0,29,0,2,-1,0,3,1
28539,2,7,1,1,0,1,0,0,29,3,3,-1,0,3,1
28540,0,0,2,1,0,1836,0,0,29,3,2,-1,0,3,1
28541,0,9,2,1,0,0,0,0,29,3,2,-1,0,3,1
28542,1,4,0,2,0,657,0,1,29,1,2,-1,0,3,1
28543,0,9,1,2,0,297,1,0,29,3,2,-1,0,3,1
28544,0,9,0,1,1,362,0,0,29,3,2,240,8,1,1
28545,0,7,2,1,0,772,1,0,29,3,2,259,3,2,1
28546,2,1,1,1,0,145,0,0,29,1,2,-1,0,3,1
28547,0,4,1,2,0,112,1,0,29,3,2,258,1,1,1
28548,1,9,2,2,0,900,1,0,29,3,2,-1,0,3,1
28549,0,4,0,2,0,425,1,1,29,1,2,-1,0,3,1
28550,3,4,0,2,0,1016,1,0,29,3,2,234,5,0,1
28551,3,10,1,0,0,518,0,0,29,3,2,-1,0,3,1
28552,0,1,1,1,0,220,1,0,29,1,2,-1,0,3,1
28553,2,8,2,1,0,352,0,0,29,1,2,-1,0,3,1
28554,0,4,1,2,0,1366,1,0,29,2,2,245,3,0,1
28555,0,7,1,1,0,356,1,0,29,2,2,223,5,0,1
28556,3,6,0,2,0,0,1,1,29,1,3,-1,0,3,1
28557,2,7,2,1,0,335,0,0,29,3,2,-1,0,3,1
28558,0,4,0,1,0,414,0,0,29,1,2,162,4,0,1
28559,0,1,2,1,0,6,0,0,29,0,2,-1,0,3,1
28560,0,4,2,2,0,536,0,0,29,3,2,-1,0,3,1
28561,3,1,1,0,0,2142,1,0,29,1,2,224,1,1,1
28562,0,0,2,2,0,2045,0,0,29,0,2,-1,0,3,1
28563,1,9,2,1,0,822,1,1,29,0,2,245,3,0,1
28564,0,7,2,1,0,948,0,1,29,2,2,-1,0,3,1
28565,0,9,2,1,0,337,1,0,29,1,2,261,1,1,1
28566,1,9,1,1,0,101,1,0,29,3,2,192,3,0,1
28567,0,2,1,1,0,0,1,0,29,3,3,-1,0,3,1
28568,0,2,1,1,0,15,0,1,29,1,2,-1,0,3,1
28569,3,6,1,0,0,127,0,0,29,2,2,-1,0,3,1
28570,0,9,2,1,0,133,1,0,29,0,2,-1,0,3,1
28571,1,1,1,1,0,140,1,0,29,3,2,-1,0,3,1
28572,0,7,2,1,0,-250,0,1,29,1,2,-1,0,3,1
28573,0,0,2,2,0,2,0,0,29,0,2,-1,0,3,1
28574,1,9,2,1,0,-55,0,0,29,2,3,197,1,0,1
28575,3,1,1,0,0,967,0,0,29,0,2,-1,0,3,1
28576,0,9,2,1,0,304,0,0,29,1,2,160,2,1,1
28577,2,1,2,1,1,81,0,1,29,0,2,205,2,2,1
28578,1,1,1,0,0,613,1,0,29,2,3,255,2,1,1
28579,0,2,1,2,0,1284,1,0,29,1,2,-1,0,3,1
28580,1,10,1,0,1,-6,0,0,29,3,2,-1,0,3,1
28581,0,1,2,1,0,56,1,0,29,1,4,-1,0,3,1
28582,3,4,1,2,0,-898,0,0,29,2,2,-1,0,3,1
28583,2,0,1,1,0,102,1,0,29,0,2,-1,0,3,1
28584,0,9,1,2,0,702,0,1,29,0,3,182,29,0,1
28585,0,7,2,1,0,3405,0,0,29,1,2,-1,0,3,1
28586,0,1,1,1,0,99,0,0,29,1,2,-1,0,3,1
28587,1,1,2,0,0,999,0,0,29,1,2,-1,0,3,1
28588,0,4,1,2,0,410,0,0,29,3,2,-1,0,3,1
28589,1,0,1,0,0,-407,1,1,29,3,2,224,18,1,1
28590,2,9,1,2,0,203,0,1,29,1,3,-1,0,3,1
28591,0,1,1,0,0,2291,1,1,29,3,3,182,24,1,1
28592,0,9,1,1,0,1120,1,0,29,2,3,244,5,0,1
28593,0,2,1,2,0,312,0,0,29,3,2,-1,0,3,1
28594,1,1,1,0,0,185,1,0,29,1,3,-1,0,3,1
28595,1,4,1,2,0,998,1,0,29,0,3,-1,0,3,1
28596,1,1,2,1,0,263,1,1,29,0,2,255,1,1,1
28597,0,10,2,1,0,12,1,0,29,1,3,-1,0,3,1
28598,1,7,0,1,0,5,1,1,29,1,2,-1,0,3,1
28599,0,7,1,1,0,0,1,0,29,1,2,-1,0,3,1
28600,0,7,2,1,1,-261,1,0,29,3,2,255,1,1,1
28601,3,5,1,1,0,939,0,1,29,1,2,-1,0,3,1
28602,0,7,1,1,0,554,1,0,29,0,2,258,1,1,1
28603,0,0,2,1,0,303,0,0,29,3,2,266,1,0,1
28604,0,1,1,1,0,519,1,0,29,3,2,-1,0,3,1
28605,1,4,1,1,0,25,0,0,29,2,3,-1,0,3,1
28606,0,1,1,1,0,-460,1,1,29,0,2,206,6,1,1
28607,1,4,2,2,0,593,1,0,29,1,3,-1,0,3,1
28608,0,0,2,1,0,796,1,0,29,0,3,-1,0,3,1
28609,2,1,2,1,0,1049,0,0,29,3,3,-1,0,3,1
28610,0,4,1,2,0,358,0,0,29,0,2,-1,0,3,1
28611,3,9,0,1,0,77,1,1,29,0,3,246,2,0,1
28612,0,4,2,2,0,-53,0,0,29,3,2,-1,0,3,1
28613,3,9,1,1,0,2550,0,0,29,2,2,-1,0,3,1
28614,1,5,1,2,0,1225,1,1,29,1,3,227,2,0,1
28615,1,7,1,1,0,133,0,0,29,1,3,-1,0,3,1
28616,1,4,2,2,0,869,0,0,29,3,2,-1,0,3,1
28617,1,4,2,2,0,4023,1,0,29,0,2,238,8,1,1
28618,0,9,2,1,0,211,1,0,29,1,2,-1,0,3,1
28619,2,9,2,1,0,8,1,0,29,3,2,254,3,0,1
28620,0,9,0,1,0,0,0,0,29,0,2,164,4,1,1
28621,1,9,0,1,0,1333,1,1,29,3,2,246,1,0,1
28622,0,2,1,1,0,10,1,1,29,0,3,188,9,0,1
28623,3,4,2,1,0,61,1,0,29,1,2,246,1,0,1
28624,0,1,0,1,0,880,1,1,29,1,3,239,1,0,1
28625,2,7,2,1,0,298,0,0,29,3,2,-1,0,3,1
28626,0,4,2,2,0,316,1,0,29,1,3,-1,0,3,1
28627,0,0,2,1,0,0,0,0,29,3,3,-1,0,3,1
28628,1,1,1,1,0,360,1,0,29,3,2,260,2,0,1
28629,2,0,2,1,0,775,0,0,29,3,2,-1,0,3,1
28630,3,0,1,1,0,263,0,1,29,1,4,195,7,0,1
28631,2,6,2,2,0,211,0,0,29,0,3,-1,0,3,1
28632,1,1,1,1,0,472,1,0,29,3,5,-1,0,3,1
28633,0,9,2,1,0,-96,0,0,29,1,4,-1,0,3,1
28634,0,1,2,1,0,297,1,0,29,1,3,265,4,0,1
28635,0,1,1,1,0,99,1,0,29,3,3,-1,0,3,1
28636,0,9,1,1,0,0,0,0,29,3,3,-1,0,3,1
28637,2,1,2,1,0,249,1,0,29,1,3,262,5,0,1
28638,1,1,0,1,0,33,0,0,29,3,4,-1,0,3,1
28639,0,4,2,2,0,1724,1,0,29,0,2,254,1,0,1
28640,0,7,2,1,0,442,1,0,29,3,3,258,3,0,1
28641,0,4,2,2,0,-70,0,1,29,0,2,-1,0,3,1
28642,1,4,0,2,0,-154,1,1,29,0,2,247,2,0,1
28643,3,3,1,0,0,2666,1,1,29,2,2,-1,0,3,1
28644,2,0,2,1,0,1200,0,0,29,1,3,-1,0,3,1
28645,2,9,2,1,0,223,0,1,29,1,2,192,3,2,1
28646,1,6,1,1,0,656,0,0,29,1,3,-1,0,3,1
28647,0,9,1,1,0,1137,0,0,29,3,2,206,1,1,1
28648,2,6,2,2,0,139,0,0,29,0,3,-1,0,3,1
28649,0,10,2,2,0,498,0,0,29,1,2,-1,0,3,1
28650,0,4,2,2,0,475,0,0,29,3,2,-1,0,3,1
28651,0,1,2,0,0,3466,1,0,29,1,3,183,25,1,1
28652,0,0,0,1,0,678,0,0,29,1,4,-1,0,3,1
28653,0,10,2,0,0,115,0,0,29,2,2,-1,0,3,1
28654,1,4,2,2,0,313,0,1,29,0,5,196,1,1,1
28655,0,4,1,2,0,-346,0,0,29,1,2,-1,0,3,1
28656,0,6,1,3,0,1712,0,0,29,1,3,190,2,0,1
28657,0,4,2,2,0,1218,0,0,30,1,2,-1,0,3,1
28658,1,0,2,1,0,163,1,0,30,0,2,-1,0,3,1
28659,2,6,2,1,0,1166,0,1,30,0,3,192,3,1,1
28660,2,4,2,2,0,185,0,0,30,3,2,-1,0,3,1
28661,2,4,2,0,1,13,0,0,30,3,3,-1,0,3,1
28662,0,7,1,1,0,-509,1,0,30,0,1,-1,0,3,1
28663,0,4,1,2,0,1310,0,0,30,3,3,158,7,1,1
28664,0,4,1,2,0,-422,1,0,30,3,3,-1,0,3,1
